Wall time,Step,Value
1535043094.9072113,581,0.07156338542699814
1535043158.4083688,582,0.07133259624242783
1535043287.2415113,584,0.07112108916044235
1535043416.9999557,586,0.07118896394968033
1535043479.7445052,587,0.07131493836641312
1535043791.4582224,592,0.07102330774068832
1535043852.5430474,593,0.07097925245761871
1535044422.0056546,602,0.07075633853673935
1535044804.044526,608,0.07056751102209091
1535044934.5431938,610,0.07050362974405289
1535045251.668726,615,0.06999988108873367
1535045569.5276527,620,0.0703856348991394
1535045696.2360635,622,0.06998494267463684
1535046449.0218,634,0.06950155645608902
1535046891.9008863,641,0.0696975514292717
1535046956.6777515,642,0.06944503635168076
1535047088.837112,644,0.06926454603672028
1535047154.1019058,645,0.06930440664291382
1535047219.6052325,646,0.06917573511600494
1535047284.6952322,647,0.07049953937530518
1535047411.8156657,649,0.06899571418762207
1535047603.5418973,652,0.06914813816547394
1535047861.1458292,656,0.06907307356595993
1535048178.951472,661,0.06899356096982956
1535048369.4062836,664,0.06903300434350967
1535048624.4926484,668,0.06879643350839615
1535048816.1898634,671,0.0684824213385582
1535048878.8943639,672,0.06842044740915298
1535049005.1282048,674,0.06872229278087616
1535049067.3205242,675,0.06863387674093246
1535049252.2063417,678,0.068264439702034
1535049313.814956,679,0.06856469810009003
1535049506.5042639,682,0.06835705786943436
1535049568.8674579,683,0.06859520822763443
1535049880.7514682,688,0.06809615343809128
1535049945.967288,689,0.06815018504858017
1535050386.6142492,696,0.06840687990188599
1535050579.4092743,699,0.06791435182094574
1535050842.287391,703,0.06775642931461334
1535051037.3905878,706,0.06818220019340515
1535051161.4175265,708,0.06769321113824844
1535051288.127292,710,0.06831396371126175
1535051546.1621945,714,0.06740354001522064
1535051797.5639615,718,0.06765183061361313
1535051990.8468845,721,0.06731337308883667
1535052056.0187964,722,0.0672893151640892
1535052121.6231444,723,0.06726367771625519
1535052568.342462,730,0.06688616424798965
1535052952.7050962,736,0.06732108443975449
1535053081.0242565,738,0.06712813675403595
1535053145.7040548,739,0.06698887795209885
1535053406.700702,743,0.06657765805721283
1535053664.7880812,747,0.06623227149248123
1535053860.4980097,750,0.0666608139872551
1535053924.8959062,751,0.06668031960725784
1535053987.1762578,752,0.06638414412736893
1535054117.2843275,754,0.06650994718074799
1535054245.6302834,756,0.06657589972019196
1535054822.4123807,765,0.06638195365667343
1535054886.4617496,766,0.06598108261823654
1535055080.9971817,769,0.0661640614271164
1535055143.9795477,770,0.06608112901449203
1535055209.5682983,771,0.06585744023323059
1535055341.0638595,773,0.06661166250705719
1535055406.3732512,774,0.06551104038953781
1535055793.2102408,780,0.06614187359809875
1535056049.0246897,784,0.06591833382844925
1535056113.0604467,785,0.06551148742437363
1535056241.3215826,787,0.0659535825252533
1535056369.663708,789,0.06592966616153717
1535056556.2079346,792,0.06605327874422073
1535056619.9089408,793,0.06537580490112305
1535056683.0071254,794,0.06551186740398407
1535056745.6308894,795,0.06524895131587982
1535056939.293152,798,0.06582789123058319
1535057200.9239743,802,0.06541849672794342
1535057520.6078212,807,0.06506237387657166
1535057585.2696288,808,0.06512954086065292
1535057649.3935306,809,0.06507115066051483
1535058037.6562796,815,0.0653754398226738
1535058425.6020103,821,0.06470305472612381
1535058686.644069,825,0.06472986936569214
1535058879.9651573,828,0.0666242241859436
1535059131.8990498,832,0.06474782526493073
1535059389.1641135,836,0.06440909206867218
1535059514.587456,838,0.06436068564653397
1535059839.1046395,843,0.06396013498306274
1535060030.8014097,846,0.0642666295170784
1535061391.6439824,867,0.06374131888151169
1535061519.4459088,869,0.06361362338066101
1535061582.2723646,870,0.06379856914281845
1535061841.3360102,874,0.06399659067392349
1535061971.8324478,876,0.06342064589262009
1535062228.0268197,880,0.06355907022953033
1535062355.7559428,882,0.06308537721633911
1535062883.2404583,890,0.06296311318874359
1535063264.376187,896,0.06340231001377106
1535063524.474815,900,0.0631159320473671
1535063986.164884,907,0.0628701001405716
1535064051.8840432,908,0.06262463331222534
1535064117.3941488,909,0.06314386427402496
1535064181.311654,910,0.06269712001085281
1535064503.207631,915,0.06237587705254555
1535064634.672436,917,0.06337568908929825
1535064826.8632963,920,0.06268037110567093
1535064890.9450395,921,0.0623922199010849
1535065018.0484433,923,0.06258001923561096
1535065539.455197,931,0.062040384858846664
1535065600.9067166,932,0.06208517774939537
1535065789.8361835,935,0.062036145478487015
1535066244.0361538,942,0.062182310968637466
1535066440.380659,945,0.06242237240076065
1535067013.8840456,954,0.06146542727947235
1535067144.149033,956,0.06184576824307442
1535067209.7648692,957,0.06189852952957153
1535067273.0111737,958,0.0616934597492218
1535067461.084016,961,0.0614917129278183
1535067526.7398865,962,0.06235240027308464
1535067782.8393617,966,0.06160421669483185
1535068089.3798788,971,0.06167631596326828
1535068155.4119718,972,0.06211980804800987
1535068406.524588,976,0.06253208965063095
1535068470.6914384,977,0.06177607178688049
1535068535.2867994,978,0.06101403012871742
1535068600.4983952,979,0.061248358339071274
1535068862.8501782,983,0.06087648868560791
1535068928.4764287,984,0.0612083300948143
1535069117.2241087,987,0.061210449784994125
1535069180.874128,988,0.06107494235038757
1535069697.0834792,996,0.06262658536434174
1535069960.0851514,1000,0.06090589612722397
1535070089.389279,1002,0.0612773671746254
1535070212.360983,1004,0.0609247125685215
1535070272.576727,1005,0.060965802520513535
1535070723.2081356,1012,0.06080267205834389
1535070788.2723827,1013,0.06039467453956604
1535070853.8461728,1014,0.06068934127688408
1535071046.1133313,1017,0.06060871481895447
1535071568.623358,1025,0.06050737947225571
1535071695.494768,1027,0.06044383719563484
1535071953.2900143,1031,0.060327306389808655
1535072017.91289,1032,0.060207873582839966
1535072205.8245654,1035,0.06067053601145744
1535072336.3756695,1037,0.06005698814988136
1535072778.0227501,1044,0.05992594361305237
1535073490.036194,1055,0.05982879176735878
1535073617.1591496,1057,0.05949248746037483
1535074002.2898777,1063,0.05975036323070526
1535074068.0041907,1064,0.06051178276538849
1535074193.5182312,1066,0.059748414903879166
1535074321.7198682,1068,0.05950295180082321
1535074574.732242,1072,0.059760674834251404
1535074828.5280375,1076,0.05942077189683914
1535074953.6819868,1078,0.059898827224969864
1535075265.8644755,1083,0.05925549194216728
1535075327.6668398,1084,0.059298910200595856
1535075388.976266,1085,0.0592811293900013
1535075902.4065108,1093,0.059174153953790665
1535076284.2484243,1099,0.05926066264510155
1535076535.6032753,1103,0.059003494679927826
1535076597.185786,1104,0.05884211137890816
1535076658.5162532,1105,0.05942916125059128
1535077225.35972,1114,0.05928967893123627
1535077354.8492525,1116,0.05880735442042351
1535077544.8242464,1119,0.060238827019929886
1535077932.4153638,1125,0.05851283296942711
1535077997.2615325,1126,0.05863989144563675
1535078435.142709,1133,0.05824068933725357
1535078559.3547664,1135,0.058498602360486984
1535079834.7158427,1155,0.057979363948106766
1535079900.2407577,1156,0.0582694485783577
1535080162.844386,1160,0.05801393464207649
1535080223.8511698,1161,0.05808456242084503
1535080287.6328497,1162,0.058478232473134995
1535081459.8353162,1180,0.05816465988755226
1535081656.844936,1183,0.057778529822826385
1535081786.1887057,1185,0.057725295424461365
1535082231.7081208,1192,0.05707705393433571
1535082292.1534922,1193,0.057255156338214874
1535082670.932068,1199,0.057318661361932755
1535082803.125617,1201,0.05726690962910652
1535083132.5203247,1206,0.057168249040842056
1535083262.395956,1208,0.056909289211034775
1535083389.5163357,1210,0.0571439266204834
1535083643.7738116,1214,0.05703384056687355
1535084293.4042773,1224,0.05700772628188133
1535084808.0153887,1232,0.05703252926468849
1535084873.666806,1233,0.05708017572760582
1535084937.3069131,1234,0.05695805698633194
1535085065.5959718,1236,0.05704807862639427
1535085255.4298112,1239,0.05686723440885544
1535085576.384323,1244,0.056895911693573
1535085768.0719311,1247,0.056822266429662704
1535086151.3574235,1253,0.05685323104262352
1535086275.908758,1255,0.05670786648988724
1535086403.486235,1257,0.05655485391616821
1535086468.7963712,1258,0.05668100342154503
1535086664.2728202,1261,0.05692847818136215
1535086794.9098299,1263,0.056333381682634354
1535086985.1749485,1266,0.056347642093896866
1535087503.9051661,1274,0.0560842789709568
1535087955.1680787,1281,0.05614699423313141
1535088336.7431247,1287,0.056239210069179535
1535088586.7472513,1291,0.05605822429060936
1535088652.1689456,1292,0.05585262551903725
1535088717.7653067,1293,0.05605838820338249
1535088779.2643476,1294,0.05661608278751373
1535089166.941101,1300,0.0560360886156559
1535089364.3753738,1303,0.05581686273217201
1535089816.3237605,1310,0.055832188576459885
1535089947.1198776,1312,0.056102875620126724
1535090141.5977561,1315,0.055376794189214706
1535090207.396939,1316,0.05593268945813179
1535090397.8472946,1319,0.05604134872555733
1535090785.7994013,1325,0.05612838268280029
1535090910.0273242,1327,0.05531707778573036
1535091102.49752,1330,0.055654995143413544
1535091299.2331657,1333,0.05550619587302208
1535091361.6220276,1334,0.05569437891244888
1535091489.481839,1336,0.055556513369083405
1535091552.3766074,1337,0.05646849796175957
1535091935.618086,1343,0.05577763915061951
1535092708.2645657,1355,0.055329617112874985
1535093403.6555831,1366,0.055387623608112335
1535093661.2246425,1370,0.05479910224676132
1535094229.6534638,1379,0.055049531161785126
1535094537.9929214,1384,0.05529436841607094
1535094600.8866382,1385,0.05479850620031357
1535094796.5976152,1388,0.05521954968571663
1535094861.8307116,1389,0.05504203215241432
1535094989.009859,1391,0.056502144783735275
1535095051.8510656,1392,0.054302193224430084
1535095245.5752013,1395,0.05501103028655052
1535096340.5902042,1412,0.05451818183064461
1535096405.0149953,1413,0.05462010204792023
1535096468.2204149,1414,0.0544835664331913
1535096792.9751046,1419,0.054326802492141724
1535096985.2972844,1422,0.05457225441932678
1535097235.2619846,1426,0.05456904321908951
1535097299.2717874,1427,0.0542525015771389
1535097364.604797,1428,0.05457627773284912
1535097618.2024019,1432,0.054902028292417526
1535097679.876948,1433,0.05449569970369339
1535097867.9617121,1436,0.053939685225486755
1535098122.7761736,1440,0.0544309988617897
1535098254.2850478,1442,0.054778750985860825
1535099153.3994193,1456,0.05416626110672951
1535099736.323796,1465,0.0539914146065712
1535099799.4990652,1466,0.05403383448719978
1535100507.4348254,1477,0.05476915463805199
1535101018.9573932,1485,0.053904030472040176
1535101083.2812915,1486,0.053924597799777985
1535101277.591472,1489,0.054046381264925
1535101403.5666265,1491,0.05366765335202217
1535101464.4757326,1492,0.053341180086135864
1535101966.770217,1500,0.053391702473163605
1535102032.9215763,1501,0.05385437235236168
1535102097.2086291,1502,0.053130313754081726
1535102353.1168802,1506,0.053833432495594025
1535102481.4843805,1508,0.053624626249074936
1535102611.9350507,1510,0.05301788076758385
1535103124.7737868,1518,0.053733740001916885
1535103448.2369845,1523,0.05377715453505516
1535103510.9268756,1524,0.053291525691747665
1535103706.2612126,1527,0.05296439304947853
1535104158.3178842,1534,0.05319977551698685
1535104925.2508569,1546,0.05307630077004433
1535105243.5512505,1551,0.05285894498229027
1535105312.1867473,1552,0.052795641124248505
1535105450.2121966,1554,0.053652964532375336
1535105518.0398855,1555,0.053035587072372437
1535105924.002828,1561,0.05325305089354515
1535106398.2642176,1568,0.05294828861951828
1535106465.280928,1569,0.05381668731570244
1535107052.479171,1578,0.05281994491815567
1535107318.1913588,1582,0.05285520851612091
1535107448.6604524,1584,0.05393608286976814
1535107713.5589035,1588,0.05259176716208458
1535108308.0679736,1597,0.05269182473421097
1535108754.4433177,1604,0.05276886746287346
1535108819.725091,1605,0.052377715706825256
1535109131.8891082,1610,0.05222649872303009
1535109596.442713,1618,0.053235627710819244
1535109710.2695656,1620,0.05214861407876015
1535110118.6050396,1627,0.05291443318128586
1535110175.0536034,1628,0.05251197889447212
1535110407.7622333,1632,0.05241499841213226
1535110694.9035199,1637,0.05202662572264671
1535110870.7739193,1640,0.05232744663953781
1535110986.039327,1642,0.05239841714501381
1535111161.0706906,1645,0.052232105284929276
1535111334.7809706,1648,0.05216236039996147
1535111565.7997372,1652,0.05261329561471939
1535112029.3973749,1660,0.05198594182729721
1535112498.071958,1668,0.05178023502230644
1535112620.2569165,1670,0.05246065557003021
1535112736.8851883,1672,0.051795393228530884
1535112909.0603878,1675,0.05182074382901192
1535112966.7308533,1676,0.051963306963443756
1535113316.3547776,1682,0.05318315699696541
1535113374.298861,1683,0.05128001421689987
1535113836.998802,1691,0.05177616328001022
1535114008.5495112,1694,0.05237105116248131
1535114067.7280447,1695,0.05170578882098198
1535114126.17137,1696,0.05153790861368179
1535114182.4804127,1697,0.05222209170460701
1535114298.889563,1699,0.05163879320025444
1535114470.0926397,1702,0.05191792547702789
1535114878.4083683,1709,0.0511971116065979
1535114937.8085747,1710,0.05154857411980629
1535115343.1537294,1717,0.051501885056495667
1535115401.8187616,1718,0.051998939365148544
1535115460.507065,1719,0.05192430317401886
1535115984.2866948,1728,0.0516328401863575
1535116233.199926,1732,0.051561400294303894
1535116358.0252955,1734,0.05137545242905617
1535116421.3733451,1735,0.05120615288615227
1535116548.7297785,1737,0.05147692933678627
1535116862.1721992,1742,0.05254571884870529
1535116924.5182264,1743,0.05118129029870033
1535117052.5741873,1745,0.05092998966574669
1535117113.126762,1746,0.05124291777610779
1535117175.112477,1747,0.053120940923690796
1535117499.5318213,1752,0.05126170068979263
1535118397.5038733,1766,0.05107269808650017
1535118967.4326675,1775,0.05106573924422264
1535119341.1240761,1781,0.051415152847766876
1535119787.063083,1788,0.05117752030491829
1535119850.6922123,1789,0.0506216399371624
1535120423.494535,1798,0.0507776252925396
1535120867.6316557,1805,0.05045628175139427
1535121372.0310233,1813,0.05096917971968651
1535121433.5806181,1814,0.050768960267305374
1535121623.0632355,1817,0.05073987692594528
1535122064.8511882,1824,0.0505438894033432
1535122191.083395,1826,0.05107301473617554
1535122438.263657,1830,0.05073642358183861
1535123071.9621255,1840,0.05079841613769531
1535123136.761878,1841,0.050420645624399185
1535123326.2160277,1844,0.05054261535406113
1535123651.973615,1849,0.050496216863393784
1535123900.5567937,1853,0.050303999334573746
1535124733.7802544,1866,0.04989546164870262
1535124863.6832767,1868,0.04992871358990669
1535124926.5800028,1869,0.050280362367630005
1535125312.147283,1875,0.05026114732027054
1535125377.6062527,1876,0.05021277815103531
1535125443.1504328,1877,0.05047740042209625
1535125569.794445,1879,0.0505681112408638
1535125694.532418,1881,0.050320111215114594
1535126468.6835837,1893,0.050097353756427765
1535127038.7454495,1902,0.05011311545968056
1535127283.3722353,1906,0.050311651080846786
1535127602.212828,1911,0.049824003130197525
1535127987.7187595,1917,0.049948155879974365
1535128372.5449107,1923,0.04984014481306076
1535128437.4536917,1924,0.04974721744656563
1535128818.080158,1930,0.049798768013715744
1535129064.9571962,1934,0.04955875128507614
1535129190.6165047,1936,0.05016706883907318
1535129315.0665393,1938,0.05004700645804405
1535129698.460756,1944,0.04962548241019249
1535129887.471461,1947,0.049915652722120285
1535130016.1523783,1949,0.04978674277663231
1535130202.0371554,1952,0.049808334559202194
1535130391.056705,1955,0.04976027458906174
1535130585.1254778,1958,0.049521591514348984
1535130711.6763043,1960,0.04963420704007149
1535131161.9442322,1967,0.04949607327580452
1535131290.5767267,1969,0.04976322129368782
1535132038.0116272,1981,0.050056420266628265
1535132101.5707123,1982,0.0492367260158062
1535132165.1756122,1983,0.04938824474811554
1535133065.6668205,1997,0.04958697408437729
1535133320.7061253,2001,0.04943188652396202
1535133573.4157681,2005,0.04963022843003273
1535133827.4509208,2009,0.049423422664403915
1535133887.2850368,2010,0.0494253970682621
1535134075.550086,2013,0.049477674067020416
1535134203.303006,2015,0.04939230903983116
1535134330.617804,2017,0.049112092703580856
1535134838.236383,2025,0.04936477914452553
1535134964.6516364,2027,0.049276698380708694
1535135156.9401357,2030,0.049157556146383286
1535135350.3847923,2033,0.049105413258075714
1535135541.752808,2036,0.04933756962418556
1535135672.1398704,2038,0.04911739379167557
1535135869.0504494,2041,0.04870220273733139
1535136062.755477,2044,0.0489346981048584
1535136125.1336968,2045,0.049056995660066605
1535137085.125162,2060,0.04867653548717499
1535137528.8359222,2067,0.049009062349796295
1535137847.1951675,2072,0.04917266592383385
1535137911.6287591,2073,0.048639535903930664
1535137977.2517872,2074,0.049021754413843155
1535138105.9164963,2076,0.04853716492652893
1535138171.3696263,2077,0.048991523683071136
1535138295.5802183,2079,0.04867074266076088
1535138422.3788576,2081,0.04887368902564049
1535138684.0552487,2085,0.049110740423202515
1535138941.8272548,2089,0.04881563410162926
1535139262.9413009,2094,0.04847487062215805
1535139392.1666481,2096,0.04922127723693848
1535139837.8256593,2103,0.048678919672966
1535139965.8576083,2105,0.04865710064768791
1535140027.4600604,2106,0.0486488863825798
1535140215.9452007,2109,0.048713039606809616
1535140345.475065,2111,0.04857552796602249
1535140601.971884,2115,0.04842027276754379
1535140795.1511474,2118,0.04845968261361122
1535140923.1164384,2120,0.04916617274284363
1535141054.0391927,2122,0.04842592403292656
1535141117.3461304,2123,0.04849322512745857
1535141754.6954236,2133,0.049539964646101
1535141818.7281141,2134,0.04824094846844673
1535142079.9514344,2138,0.04831274598836899
1535142269.0868177,2141,0.0484485998749733
1535142461.5894213,2144,0.048328906297683716
1535142527.2980905,2145,0.048199404031038284
1535142723.048085,2148,0.04854793846607208
1535142788.871558,2149,0.04834359139204025
1535142919.8560073,2151,0.04827927052974701
1535143241.210068,2156,0.04813995212316513
1535143306.3179524,2157,0.048344686627388
1535143755.0776653,2164,0.04829511418938637
1535143820.4610648,2165,0.048069994896650314
1535144081.2840767,2169,0.04938278719782829
1535144211.9614441,2171,0.04764603450894356
1535144339.3167279,2173,0.048301197588443756
1535144593.8038611,2177,0.0485076941549778
1535145217.4930403,2187,0.047980897128582
1535145343.4648676,2189,0.04895247519016266
1535145467.6893394,2191,0.04775037616491318
1535145531.9128928,2192,0.04748442769050598
1535145783.345963,2196,0.04818352684378624
1535145975.9401698,2199,0.04767804220318794
1535146490.24414,2207,0.04812556505203247
1535146749.2664893,2211,0.04798391833901405
1535146939.2574904,2214,0.04785124212503433
1535147641.743759,2225,0.04797244817018509
1535147890.9001572,2229,0.04780309274792671
1535148021.0017874,2231,0.04774576798081398
1535148214.5151772,2234,0.047447532415390015
1535148341.8042526,2236,0.047476835548877716
1535148400.6650202,2237,0.04744874686002731
1535148526.3692112,2239,0.047696128487586975
1535148655.827167,2241,0.048231348395347595
1535148721.344447,2242,0.047846730798482895
1535148849.6008763,2244,0.04752899333834648
1535148970.8969526,2246,0.04789651185274124
1535149034.8839865,2247,0.04764995351433754
1535149297.7664175,2251,0.0474657267332077
1535149363.5036557,2252,0.04805868864059448
1535149494.1388175,2254,0.04800429940223694
1535149684.4579725,2257,0.048127613961696625
1535150007.0396996,2262,0.04755864664912224
1535150773.3802166,2274,0.047253068536520004
1535151025.3159707,2278,0.0477943979203701
1535151216.5316422,2281,0.0473749004304409
1535151854.9228084,2291,0.04824642464518547
1535152234.8810048,2297,0.04784335941076279
1535152299.3633502,2298,0.047188661992549896
1535152426.841037,2300,0.04723723977804184
1535152618.9834802,2303,0.04739328846335411
1535152810.0910616,2306,0.047772008925676346
1535152869.2665107,2307,0.047136031091213226
1535152933.3269086,2308,0.04722006991505623
1535153575.296942,2318,0.04770456627011299
1535153641.2013767,2319,0.04695255309343338
1535153706.1592865,2320,0.04733135923743248
1535153836.6803076,2322,0.046907469630241394
1535154605.0006373,2334,0.046822886914014816
1535154666.3726962,2335,0.04790197312831879
1535154731.309229,2336,0.04813282936811447
1535154795.0373325,2337,0.046416230499744415
1535155304.0499334,2345,0.04723672196269035
1535155883.8690557,2354,0.04737098515033722
1535156210.9687762,2359,0.04685128852725029
1535156721.9956336,2367,0.046691615134477615
1535156784.5903687,2368,0.04681012034416199
1535156974.4469895,2371,0.0469960980117321
1535157682.476175,2382,0.04724660515785217
1535157878.0598946,2385,0.04667545482516289
1535158072.0939522,2388,0.04671507701277733
1535158136.1107614,2389,0.0466412678360939
1535158201.6660604,2390,0.04689326882362366
1535158332.2549984,2392,0.046890657395124435
1535158850.5367644,2400,0.046696737408638
1535158976.3340294,2402,0.04641635715961456
1535159104.686013,2404,0.04675234109163284
1535159230.1733932,2406,0.04682265222072601
1535159865.8934422,2416,0.04653181508183479
1535160379.2998013,2424,0.04627647623419762
1535160444.1933053,2425,0.046630147844552994
1535160763.534455,2430,0.04646112769842148
1535161144.085076,2436,0.04661447927355766
1535161644.8257787,2444,0.0464533232152462
1535162032.1506207,2450,0.04642554372549057
1535162097.3319237,2451,0.04630514234304428
1535162162.5592196,2452,0.04694034904241562
1535162228.6703274,2453,0.04625529795885086
1535162358.6762002,2455,0.046197447925806046
1535162679.524569,2460,0.04658081382513046
1535163905.9903758,2479,0.04648891091346741
1535164034.72976,2481,0.04618598520755768
1535164293.7088425,2485,0.046153679490089417
1535164359.2533672,2486,0.04631173983216286
1535165006.5762634,2496,0.04620111361145973
1535165131.7625303,2498,0.04646550863981247
1535165320.2430415,2501,0.0461806021630764
1535165384.4591491,2502,0.0460212267935276
1535165450.1498125,2503,0.0461977981030941
1535166090.6166506,2513,0.04575631767511368
1535166152.5359144,2514,0.04669421911239624
1535166339.8377786,2517,0.04604882374405861
1535166467.2984602,2519,0.04610098898410797
1535166721.6327696,2523,0.046476904302835464
1535166846.1061165,2525,0.04621277004480362
1535167041.1253614,2528,0.04626240208745003
1535167171.632129,2530,0.04595084488391876
1535167298.8138876,2532,0.045817796140909195
1535167425.3943007,2534,0.045854851603507996
1535168005.7921839,2543,0.04587281495332718
1535168264.8868055,2547,0.04590525105595589
1535168518.067429,2551,0.045679543167352676
1535168641.7702558,2553,0.045866720378398895
1535168831.7897449,2556,0.04591444134712219
1535169018.8283107,2559,0.046326905488967896
1535169400.0481706,2565,0.04570925980806351
1535169461.0693743,2566,0.04619528353214264
1535169709.7682896,2570,0.04609666392207146
1535169895.3877275,2573,0.04589991644024849
1535170081.748428,2576,0.046429604291915894
1535170204.7966099,2578,0.045948728919029236
1535170518.8097808,2583,0.045505914837121964
1535170763.858221,2587,0.04566747695207596
1535170958.802881,2590,0.046958260238170624
1535171024.2332203,2591,0.04551849141716957
1535171088.763795,2592,0.04567619785666466
1535171153.471665,2593,0.045629292726516724
1535171345.7729661,2596,0.045590903609991074
1535171600.3676424,2600,0.04574050009250641
1535171985.5916085,2606,0.04545484483242035
1535172048.8049462,2607,0.04523032158613205
1535172241.5878685,2610,0.04539986327290535
1535172759.1172786,2618,0.04545542597770691
1535173085.39491,2623,0.04547324776649475
1535173281.1518114,2626,0.045759428292512894
1535173471.224546,2629,0.04552614688873291
1535173536.5003812,2630,0.04546671733260155
1535173666.1594615,2632,0.045729562640190125
1535173860.7082875,2635,0.04574384167790413
1535173922.5775406,2636,0.04576187580823898
1535174047.2761428,2638,0.04559630528092384
1535174427.3274722,2644,0.0459781214594841
1535174613.6860094,2647,0.045751627534627914
1535174808.2411115,2650,0.04521539807319641
1535174872.4728057,2651,0.04552049934864044
1535175131.9715922,2655,0.04612578824162483
1535175515.182615,2661,0.04517289251089096
1535176350.3063154,2674,0.045228224247694016
1535176604.3986993,2678,0.04545371234416962
1535176733.1669075,2680,0.0454474501311779
1535177049.1010807,2685,0.04544974863529205
1535177362.942221,2690,0.04505908489227295
1535177929.8016062,2699,0.04652995988726616
1535178192.7724838,2703,0.045374054461717606
1535178448.3303325,2707,0.045186541974544525
1535178643.0910628,2710,0.04504057765007019
